"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NUDT16L1",55.5784497932554,-0.487625480996795,0.219943930865241,-2.21704449437872,0.0266200511656927,0.227023139803418
"OAZ2",184.419740614967,-0.485000673583547,0.135218535298607,-3.58679135602604,0.000334771974429378,0.00928204088742978
"SQLE",76.2186017294068,-0.484294957291449,0.218022462762047,-2.22130761737159,0.0263301332877095,0.225531233042323
"PDK2",71.0689675836506,-0.481156394107665,0.211047346665615,-2.2798504776751,0.0226165580337913,0.205493281885278
"RPA2",41.48627790533,-0.481139843705037,0.225454390493639,-2.1340894832501,0.0328354565986573,0.256287102458765
"TSR2",71.1378335910533,-0.480858520350709,0.170440024516682,-2.82127699590682,0.00478328812805085,0.0738571968011811
"RPS6KB2",52.7982105818665,-0.480788433703492,0.201398180978041,-2.38725310908302,0.0169748000044065,0.171440201234547
"CCHCR1",40.8945372112219,-0.480732700565837,0.215656567019938,-2.22915864426883,0.0258033510930922,0.223918764643633
"SRSF2",198.716585806631,-0.480627333712637,0.130859281730059,-3.67285627246595,0.000239854403497138,0.00718169383449299
"GLUL",222.024258939595,-0.480247835203042,0.119157725446877,-4.03035416631166,5.56928738653937e-05,0.00217736445142579
"MED23",47.3352193625098,-0.478894943459368,0.241427290412443,-1.98359904814922,0.0473005554110588,0.317029088462414
"ARMC6",45.9380236892107,-0.477751603676872,0.202446356481814,-2.35989232890832,0.018280239886406,0.17898135109683
"IL10RB",33.5085049390119,-0.477241630381821,0.220953045443298,-2.15992329693547,0.0307786079287306,0.245712243800312
"AMPD2",154.285804303343,-0.477123926538076,0.135720850525962,-3.51547993317952,0.000438959931538353,0.0114760645103663
"PRMT7",46.0688605241216,-0.474989115069253,0.21009661753039,-2.26081276630047,0.0237708537253433,0.212699259889721
"AP5B1",30.2011569504724,-0.473180715624107,0.231931487322011,-2.04017454071318,0.041332944541153,0.296642282287365
"PARP1",130.885675198385,-0.473080667915324,0.150228707824926,-3.14906967359823,0.00163791139522617,0.0319974918062667
"FADS2",59.8120511593738,-0.472283097932743,0.184027366593477,-2.56637426636676,0.0102767875557833,0.1241042528465
"CREB3L2",504.767638214523,-0.472129303268822,0.0816935686473948,-5.77927138067163,7.50248258788496e-09,8.21023890989251e-07
"SLC25A32",52.1916969636869,-0.471670972059892,0.210581219636307,-2.23985297869634,0.0251004691448425,0.220236481936396
"CTHRC1",68.5726868407944,-0.46940244568704,0.182526336919085,-2.57169706909272,0.0101201400024039,0.123037424944114
"ELAC2",131.748773469359,-0.469289118706648,0.160996694570396,-2.9148990913068,0.00355803565300247,0.0595381175710806
"PRSS3",54.1114679454607,-0.468401074957533,0.206761998837041,-2.26541181451192,0.023487420003398,0.210910290031051
"MEIS2",38.7862636442591,-0.468345745147877,0.196023346971544,-2.38923450896829,0.0168835216152835,0.170992324565599
"ARSJ",32.9340705335615,-0.468302217269742,0.204030649886786,-2.2952542548367,0.0217185575478707,0.200576312648969
"GFOD2",53.8983775010338,-0.467699512427455,0.237724058580367,-1.96740504608767,0.0491365330716184,0.324465355683536
"DPH3",61.4243954514077,-0.466501192043835,0.197489995640629,-2.36215100684251,0.0181692395870881,0.178459743235847
"HNRNPM",249.714862555514,-0.46615102602153,0.0940230739740312,-4.95783647905704,7.12825186459945e-07,5.0659748596343e-05
"TBL3",87.8072309503527,-0.465721317118418,0.166645115407257,-2.794689277152,0.00519496199805373,0.0779622573639956
"DLGAP5",38.365469454844,-0.465506603966785,0.207069601896801,-2.2480682809193,0.0245718362871161,0.217817439087081
"C1R",68.367198417622,-0.463217693260671,0.16109373914656,-2.87545435170044,0.00403446478205037,0.0657314775953029
"PHRF1",60.6172450108536,-0.462433836720108,0.205027797612761,-2.2554689759362,0.0241039074838876,0.21469703836665
"MYBL2",66.3257982833575,-0.46186863404591,0.169126777228966,-2.73090188090456,0.00631612730039202,0.0889581209529017
"EXT1",232.509914297039,-0.461119278670759,0.110791330804551,-4.1620519883837,3.15400518430054e-05,0.00137817767169825
"PTK2",48.3864999055632,-0.460972046127813,0.214568339319817,-2.14836936143095,0.0316844247359109,0.250526580578834
"SNRPA",48.5473403041708,-0.460465535741751,0.193257660192512,-2.38265088836873,0.0171884862925958,0.172753862200261
"ST3GAL1",99.6024571111206,-0.459534781870082,0.162907915019675,-2.82082538355844,0.00479002683442886,0.0738571968011811
"MTMR4",39.5242638601868,-0.458124746954909,0.211196944064967,-2.16918265073942,0.0300688197642557,0.24250058361479
"GNG2",38.7180070857089,-0.458111911331694,0.200862096214884,-2.28072851953911,0.0225645164567739,0.20517118419446
"IRGQ",97.77921054013,-0.457977549448127,0.156799974283624,-2.92077566683605,0.00349161145273453,0.0586647652506999
"CLINT1",68.2455928309341,-0.457620434377825,0.176192274672396,-2.59727865610853,0.00939656597240968,0.117609245763986
"NPRL2",64.9425705002287,-0.456385437110572,0.22269688802421,-2.04935704831653,0.0404272139946833,0.292247736233015
"ELP5",46.6308188676232,-0.456003187922103,0.204595720273522,-2.22880120518883,0.0258271347309215,0.223967986032661
"ANKRD54",58.8452383098639,-0.455361335766632,0.200040947096904,-2.27634063113111,0.0228256300392288,0.206931727295587
"HNRNPF",125.663592753015,-0.454753737704867,0.149350294171954,-3.04488009364942,0.00232773092588853,0.0430264882354822
"CD248",811.371690629672,-0.454110810442557,0.10551398884879,-4.30379720639066,1.67895357059317e-05,0.000817399206848628
"NLRC5",41.3006817477899,-0.453590360397562,0.195014946078631,-2.32592613806467,0.0200224913651384,0.18958509052167
"ZC3H18",47.7432559848009,-0.45309477810108,0.226419756790563,-2.00112739508059,0.0453786627660809,0.310371982171105
"ID2",409.239463730517,-0.450405584082974,0.0980796170673514,-4.59224452083331,4.38504153799679e-06,0.000255780300277681
"BTBD7",64.6681452660598,-0.449771894192941,0.177814559194784,-2.52944357441646,0.0114243541874129,0.132620976191176
"NOL6",123.295081689128,-0.44806114738972,0.133064180660958,-3.36725589985303,0.000759202040657937,0.0177320567628736
"UTP11",64.443951027013,-0.447019684855391,0.19086069964185,-2.34212535998361,0.0191742733732539,0.184622615317619
"MRPL17",127.876786742497,-0.446571063583903,0.128717807645537,-3.46938059117406,0.000521659898726411,0.0131919147395722
"MYBBP1A",86.9001692329073,-0.44642515092813,0.175242301962352,-2.5474736746156,0.0108506039579983,0.128032985252487
"CCDC86",51.0414080729358,-0.445955064996203,0.190284894370931,-2.34361779725343,0.0190977304814308,0.18421414596987
"PWWP3A",89.1267047049038,-0.445865538943015,0.182197159767379,-2.44715965667234,0.0143987041188816,0.155066126021395
"FAM3C",66.1125555003742,-0.4444263807347,0.213724051690888,-2.07944018101192,0.0375769105767126,0.279588493496768
"MCMBP",44.7165455025283,-0.443657711861554,0.199493046028957,-2.22392569913016,0.0261534436837408,0.225061575917285
"SDF2L1",67.649633791444,-0.442378510026013,0.191137141406354,-2.31445603283103,0.0206427203396924,0.192946243175084
"TELO2",62.7032308197801,-0.441725849037739,0.169539405870536,-2.60544648466594,0.00917546058876254,0.115779332286365
"SRPK1",78.3094503545204,-0.44139774523662,0.158325482798767,-2.78791346430088,0.00530487119961007,0.0789410797284935
"TMEM14A",80.7690461061881,-0.439959702671115,0.205974969738477,-2.13598624740532,0.0326805347984749,0.25567442312427
"FIP1L1",58.9008051007498,-0.436950382784256,0.181928496444695,-2.40176987840432,0.0163159688216728,0.167264714465439
"PIAS1",78.415554547785,-0.436894740384961,0.183557040328974,-2.38015790406051,0.0173052208009488,0.173698344500432
"PRRX2",84.5878466691496,-0.436422765012143,0.158696562581789,-2.75004548247364,0.00595869932640526,0.0852838841091753
"SEC61B",223.116541687299,-0.435757245920361,0.115411271245005,-3.77569054754885,0.000159564989747477,0.00522005466459604
"PFKM",100.779171437564,-0.435587896541721,0.188984697617918,-2.30488448023647,0.0211730440283319,0.196271261210159
"DRG1",88.3616078385476,-0.435556086853641,0.157597926264701,-2.76371711974232,0.00571470584974861,0.0830411898213763
"FAM83G",96.339980970274,-0.435152439740044,0.161433168398244,-2.69555782159063,0.00702708804511552,0.0962314183454026
"DSEL",308.257265495701,-0.434998576536044,0.0973584601041102,-4.46801003293271,7.89506038868482e-06,0.000411942264837453
"HERC4",174.654491796745,-0.434849755121225,0.12356012150871,-3.51933738662251,0.000432626156869493,0.011358503303287
"MRTO4",57.9158289804119,-0.434804110367199,0.180743078944099,-2.40564735815791,0.0161438397257203,0.166054806259976
"NCL",371.837175010699,-0.434126522540873,0.0931993472079114,-4.65804252440109,3.19230279989348e-06,0.000194463135091048
"RTL8B",50.1751224840507,-0.433692795525352,0.19771311329614,-2.19354593276651,0.0282680689957983,0.234702303466188
"DUSP7",63.5192412516969,-0.433395498127179,0.179796615117244,-2.41047640326579,0.0159317018699778,0.164623957895785
"CINP",87.5628611796926,-0.433154641137698,0.178572439198097,-2.42565226236947,0.0152809041788324,0.160274521692486
"GTF3C4",57.2295716431329,-0.431347484070254,0.193898306883372,-2.2246067590972,0.026107648498756,0.22504190442228
"CHAMP1",57.8737839802912,-0.430988236724872,0.186016346401057,-2.31693743621675,0.0205071400994616,0.192389548258287
"UTP25",44.8609724848337,-0.430722880185526,0.182148096787897,-2.36468504355048,0.0180454099978179,0.177808398432683
"HIPK2",111.320765130626,-0.429566530474722,0.126256781614712,-3.40232441363505,0.000668152738584442,0.0161690347658223
"SPG7",231.210053478478,-0.428167124284719,0.114319834038313,-3.7453441730962,0.000180146636544863,0.00575631345610794
"PRPS1",93.9503000246768,-0.427594492666476,0.153940258808392,-2.77766515384842,0.00547510080184716,0.0807936712597159
"RRP7A",218.892860908484,-0.426283329621086,0.117127106949064,-3.63949337369415,0.000273174966604455,0.00789271410521189
"SLC66A2",80.5415856738607,-0.425865886389385,0.197660013127679,-2.15453737784736,0.0311980539944987,0.248099765720882
"COG1",42.1247810719306,-0.424200762023756,0.20996658998109,-2.02032505296181,0.0433496817843925,0.303374173710129
"SRSF7",71.9856050452387,-0.421947331736003,0.160343338869475,-2.63152392055078,0.00850028830559241,0.108701722013398
"EEF1AKNMT",59.0607521506927,-0.420776592783688,0.199975961321435,-2.10413586714728,0.0353665969220706,0.267979986236719
"EID1",409.281828202676,-0.420402496412546,0.0939904797508678,-4.47281998694835,7.7194759868409e-06,0.000411942264837453
"TCF20",70.4386421799242,-0.419544264798468,0.193291436559808,-2.17052691141158,0.0299669522085704,0.24250058361479
"FGF5",106.574571815877,-0.418292294732049,0.124843886650568,-3.35052284861035,0.000806591548163279,0.0186784851771294
"EDC4",121.289405110945,-0.417773025583121,0.145355122067461,-2.87415413809241,0.00405111200278506,0.0658072476915758
"ASF1B",56.4654212933389,-0.416763198898411,0.164994454942862,-2.52592245625914,0.0115394948570222,0.133362049908352
"SLC25A44",196.679965492095,-0.416608054719847,0.149094247865399,-2.79425974297786,0.00520186782894553,0.0779712697851399
"KCNQ1OT1",336.52933132056,-0.416345277192374,0.107920547515402,-3.85788699907176,0.000114371500065606,0.00395060885422145
"VCP",470.19288109572,-0.415726676533841,0.0869972885878593,-4.77861647508698,1.76505504878484e-06,0.000116720164349055
"DKC1",69.6476800188926,-0.414617949738174,0.167519631354457,-2.47504096317451,0.0133220894934361,0.146994284131213
"PTDSS1",89.2970837409295,-0.414411361424436,0.150091326017197,-2.76106136457847,0.00576138500718347,0.0835231969505637
"ADRM1",238.707017260368,-0.413207516721241,0.102713336086203,-4.02291983169987,5.74810662751402e-05,0.00223525429420875
"HIP1",219.609865065896,-0.412949485252286,0.110502222533388,-3.73702424969338,0.000186210971036751,0.0059347548140218
"ASB6",133.174711035281,-0.412660003994618,0.156841604253634,-2.63106212129335,0.00851184757322844,0.108737094101801
"KDELR3",69.944113335556,-0.411722186570384,0.171919210821275,-2.39485851873998,0.0166267795923192,0.16936306131682
"SART1",92.3951243004809,-0.410691432765057,0.154868364091138,-2.65187428804613,0.00800463387163597,0.104195055217527
"LUM",186.197939130688,-0.410266474654056,0.154894136831999,-2.64868950526537,0.00808045321823885,0.104961013126829
"DRG2",64.0898166436941,-0.409697601374995,0.204792894299592,-2.00054597976259,0.0454413401261695,0.310375645457354
"MAGED1",433.758063203644,-0.409629587583341,0.0758765440845783,-5.39863264102716,6.71507127460052e-08,6.06120958990584e-06
"FAM98A",91.3582559216506,-0.409388245531964,0.162354202746408,-2.52157467196224,0.0116830875981741,0.134518678993501
"TPRA1",67.0698796477083,-0.4088386398713,0.192158000759403,-2.12761705604545,0.0333688469185732,0.258870239018241
"TJP2",59.6390988297772,-0.405891987058297,0.186995609066221,-2.17059635295799,0.0299616980225912,0.24250058361479
"ATP5MC1",149.444634280618,-0.404501484833287,0.129582344750379,-3.12157868120459,0.00179884172155893,0.0347027718077967
"CRISPLD2",539.660328633002,-0.404380855641458,0.138842241178941,-2.91252036993763,0.00358524815767996,0.0596704962555456
"FKBP11",130.332516496061,-0.404097779546971,0.134776169116454,-2.99828806677098,0.00271500914519543,0.0485170564876975
"MAP2K3",336.001200666009,-0.403283436891912,0.089457122420962,-4.50811993475673,6.54046029354207e-06,0.00035787315039797
"ADAMTS2",179.058515135805,-0.402980580242325,0.123285305449126,-3.26868298516416,0.00108049286357397,0.0234400557005486
"CD276",134.830184172737,-0.402905116561921,0.119567798056682,-3.36967915367079,0.000752557530933631,0.0176586839231979
"DNMT1",144.304587478582,-0.402655143399267,0.110861077481486,-3.63206954637898,0.000281157320223393,0.00810440890881696
"ELMSAN1",73.0168051203089,-0.401532508121331,0.180728069345178,-2.22174955764304,0.0263002353714599,0.225531233042323
"EIF4A3",232.88391112862,-0.400805432838663,0.134785340893429,-2.97365744807196,0.00294273390124075,0.0516168048549547
"TRIM13",38.2083617361986,-0.399279066909448,0.194979956262277,-2.04779544812472,0.0405800465615952,0.2929438737774
"CENPW",43.5535468025801,-0.398595670722846,0.192289569709593,-2.07289283201803,0.0381822542742975,0.282269545388084
"HIVEP2",136.934309597569,-0.397742560275087,0.135578659964573,-2.93366640722823,0.00334984031040796,0.0571541241884683
"ATP2B4",714.562515663504,-0.397704141333885,0.0740652741469008,-5.36964381641362,7.88923018049835e-08,7.06943626174222e-06
"ARHGAP35",187.384014574951,-0.396651432710236,0.118322272447347,-3.35229728525324,0.00080143909193456,0.0185939883881102
"GNL3",81.5575147743912,-0.394738989814359,0.175028687497701,-2.25528166529583,0.0241156547219211,0.21469703836665
"TFDP1",72.2023605888237,-0.393635131888463,0.161825843858969,-2.43246148143998,0.0149965865031496,0.159187950972821
"ZFC3H1",71.2148358310112,-0.393196183785227,0.186177481184543,-2.11194276173219,0.0346913590305682,0.265138038178001
"ATIC",83.8702320049909,-0.392774671831277,0.150350567910083,-2.61239233939026,0.00899110058499063,0.113916968259896
"PBX1",113.288507962378,-0.392003015420194,0.142312696449104,-2.75451892347769,0.00587784907800507,0.0846540694587149
"AAR2",54.0136540852631,-0.39190548336614,0.180862857750484,-2.16686548161706,0.0302451126636955,0.243338362523916
"POLR3H",88.0285414123902,-0.391629376838887,0.162058545648541,-2.41659194997479,0.0156665687592931,0.16259634616185
"PSD3",151.095610856202,-0.391587793311573,0.126766009446505,-3.08905987513019,0.00200790968008156,0.0380825323679273
"RAD54L2",110.635844596039,-0.391433084114853,0.134358447591826,-2.91334926184922,0.0035757442409275,0.0595925246405788
"HSP90AB1",1648.18601186584,-0.391244755695292,0.0606860070634897,-6.44703407963506,1.14060147610067e-10,1.60280430152965e-08
"SF3A1",189.604467926757,-0.390605918191853,0.117912624331556,-3.31267258621534,0.00092409091227803,0.0208527522285221
"SLC6A6",82.0452998625383,-0.390135898789194,0.19234417134648,-2.02832191928718,0.0425274032821177,0.300167733439879
"S1PR3",77.3389350115212,-0.39002042504367,0.173879857640615,-2.24304545872005,0.0248938832282515,0.219336306385144
"MTHFD1",86.7961318531692,-0.389829485675173,0.143634236443988,-2.71404294217272,0.00664675495985569,0.0926345730761295
"GATAD2B",74.1358385567015,-0.389409106630997,0.195327877383995,-1.99361766403398,0.0461938534816099,0.313519863970136
"MFSD5",51.7999183060281,-0.388938000774185,0.178379881582134,-2.18039163006788,0.0292284440412719,0.239755843877653
"PCBP1",262.941217985996,-0.387916415082962,0.105970987524951,-3.66059073471998,0.000251634422950517,0.00740932455146044
"IFRD2",117.197306390489,-0.387519782357303,0.123164695006843,-3.14635441865684,0.00165319540165492,0.0322451330234461
"NDUFS3",92.9015026822503,-0.387366532299602,0.141352727351341,-2.74042488997598,0.00613598047321658,0.087387456931126
"CRABP2",72.1979420996213,-0.386679609840956,0.192423826958551,-2.00952042141979,0.0444819711850613,0.307642089303394
"CCT2",360.336602631538,-0.385000011503539,0.104317340902475,-3.69066166921825,0.000223671476294347,0.00684634028677202
"FAT4",71.0704241520353,-0.382572553469334,0.166950533229043,-2.29153238429298,0.0219326410855951,0.201350437761299
"ILF3",296.356936059142,-0.381915784409621,0.0862775304732969,-4.42659615214444,9.57317200881058e-06,0.000493257687753965
"FDPS",184.185804709336,-0.381851223560372,0.130874444218659,-2.91769127150899,0.00352633300226655,0.0591677529254113
"TCF3",99.013691672711,-0.381625247554492,0.135971558434236,-2.8066549501164,0.00500588306296655,0.0759542944253305
"PMPCA",129.066153614985,-0.38042085068211,0.149087163212424,-2.55166737688927,0.010720881534295,0.127475404858743
"NUDC",290.537928908103,-0.379220334695124,0.0885709647353561,-4.28154232968116,1.85602407908018e-05,0.000882753606227135
"BAIAP2",236.511982735466,-0.378278944353154,0.147022625039027,-2.57293014767448,0.0100841558155981,0.123029587626752
"UBR7",55.6418140877109,-0.378278896192314,0.174095286647314,-2.17282675181574,0.0297933590580573,0.242066148562376
"CAPN5",86.8379812542339,-0.377961181908419,0.173704281580936,-2.1758886912198,0.0295635846163715,0.241149925703199
"MXRA5",236.499346580942,-0.377595086965311,0.0988451862740547,-3.82006551050857,0.000133416233767225,0.00447107085844309
"GLI3",57.2356790587383,-0.377421849129037,0.175986419868461,-2.14460780218802,0.031984217965072,0.252082115587049
"POM121",127.009339109805,-0.377043572219659,0.13593269856118,-2.77375183609676,0.00554139317955712,0.0811906019649329
"TSPAN13",113.361666937181,-0.376214141372397,0.149746482026271,-2.51234043218721,0.0119933329718375,0.137196628612158
"SMC1A",126.544176451367,-0.375228396046788,0.128181658633406,-2.927317371668,0.00341899792953886,0.0577586453506524
"HS6ST1",95.0641762935761,-0.373774039417349,0.175566784362303,-2.12895645822174,0.0332578630006555,0.258205741108661
"SFXN1",48.3107697642005,-0.37344523331592,0.170019252457384,-2.19648791485851,0.0280570392306647,0.233796056015094
"ARHGEF40",68.5243269228776,-0.373198637562064,0.146882016098448,-2.54080552184092,0.0110597418477401,0.129680211442402
"RECK",126.081616282794,-0.372397493406867,0.12120617135995,-3.0724301347738,0.00212323529375632,0.0399026255966422
"HNRNPC",465.674252745737,-0.371998973928343,0.0991443802569119,-3.75209339111694,0.000175364109409278,0.00567683920668883
"KIAA0930",139.838464104505,-0.371865007275349,0.18288941730081,-2.03327788323432,0.0420244563341735,0.298835208181937
"FAM120B",122.823438871071,-0.371788561292898,0.153858114289269,-2.41643778757029,0.0156732043203077,0.16259634616185
"ZC3HAV1",93.1535249835996,-0.370905544868078,0.142379411593923,-2.6050504122459,0.00918607429300869,0.115795101638477
"EFTUD2",190.77413628368,-0.370156284301973,0.116405712660929,-3.17988074502991,0.00147335672758619,0.0295209239897977
"ESD",198.275555528352,-0.370128540896665,0.108741027976131,-3.40376165082704,0.000664647226708696,0.0161690347658223
"VTA1",175.718846617533,-0.370062177611148,0.122574818635413,-3.01907179411673,0.00253550438536438,0.0459063649039765
"STIP1",274.158839996345,-0.369709329786662,0.106701390316541,-3.46489702420822,0.000530434543869448,0.0133591722392863
"IMPDH1",118.742005179537,-0.368779859058196,0.132416781819649,-2.78499336708298,0.00535288180442989,0.0795597793192068
"AMD1",98.1535396487277,-0.368084400407099,0.16974572466392,-2.16844578051005,0.0301247856866779,0.242635161244387
"SMPD4",109.449205831054,-0.368051449510822,0.137074859466803,-2.68503977273787,0.00725211756428114,0.0981629626044583
"SUCLG1",172.499609424057,-0.366048565258219,0.127370561481482,-2.87388672076662,0.00405454358832416,0.0658072476915758
"SEC13",246.253412664461,-0.365636292974351,0.110448171075178,-3.31047847524315,0.000931366150938389,0.0209786408424483
"EBNA1BP2",246.706327676791,-0.36519764271449,0.103124780931187,-3.5413179976419,0.000398133425464296,0.0106292025682335
"SF3B4",84.8924397985196,-0.363691758059951,0.149589348485182,-2.43126774561744,0.0150460912818923,0.159187950972821
"TUBB4B",1304.23997621077,-0.363378227184004,0.0718908605042236,-5.05458169001406,4.31335109282584e-07,3.27111500699511e-05
"NAA15",106.141904039482,-0.362956428213122,0.153038332238004,-2.3716700443955,0.0177078963429522,0.17560212203444
"PKIG",66.3603252287528,-0.362718920306419,0.170378346019863,-2.12890269673197,0.033262311627535,0.258205741108661
"PRPF31",126.680121985407,-0.361748356085893,0.156149173666868,-2.3166844088311,0.0205209294964161,0.192389548258287
"PIAS3",86.0046578029083,-0.361712047806233,0.154933159912534,-2.33463287013854,0.0195626078800892,0.186526933496903
"DHCR24",880.173939606886,-0.361086405960216,0.082217747775093,-4.39183042264754,1.12400353400742e-05,0.000567323579654519
"SNX9",54.1699255102808,-0.358511854906552,0.166619782866078,-2.15167640204351,0.0314228499853075,0.249526814497549
"MGAT1",174.5877518117,-0.35754977316581,0.113088211081986,-3.16168917825215,0.00156856894333115,0.0309000984900519
"FAAP100",76.523551218178,-0.356853119599462,0.177067135980363,-2.01535489702074,0.0438674766863395,0.305288610584169
"NR3C1",127.017138983905,-0.35623993325065,0.122424248649619,-2.90988049491907,0.00361566978232658,0.0600959308175409
"PUF60",134.841875302571,-0.35440857556674,0.133589439600667,-2.65296850279601,0.00797873157648645,0.104068901668983
"TMEM179B",138.67590626565,-0.354249928303211,0.152675199510222,-2.32028469220695,0.020325481656215,0.191282272572873
"TK1",318.987797064848,-0.353773837393634,0.0956381167646156,-3.69908828573383,0.000216375331204974,0.00669091640686202
"PKMYT1",79.8428515368496,-0.352728361191804,0.138832091384894,-2.54068319272026,0.0110636117638472,0.129680211442402
"CENPX",151.758237778075,-0.351726652673885,0.125920850556187,-2.79323599801243,0.00521836053259352,0.0781212430865425
"GUCD1",92.839602715048,-0.351634224911272,0.155774870515169,-2.25732317252693,0.02398788843548,0.214064187075438
"DHFR",58.8037381133949,-0.350553494542787,0.160305863326102,-2.18677899403888,0.028758661653186,0.237402943927436
"DSTYK",71.3179021405469,-0.3498188524072,0.164246761395286,-2.12983713916468,0.0331850613371369,0.257929898488394
"ECI2",105.248424737006,-0.349487143733246,0.160123574875416,-2.18260892566985,0.029064621918632,0.239130482132936
"TMPO",72.6773460973596,-0.3482015834365,0.145617775602283,-2.39120246135006,0.016793289438949,0.170357520264186
"KIAA1549L",91.8300058823228,-0.347876399350613,0.126840884369829,-2.74262041832122,0.00609510972008122,0.087034788450952
"PEG10",1580.97712396372,-0.347869838942511,0.125101940859592,-2.7806909833073,0.00542433431759035,0.0803321175704458
"EIF5B",309.746711191563,-0.34745579726484,0.123292901055732,-2.81813303352947,0.00483037915687295,0.0742018244147712
"LUZP1",210.968146490589,-0.34586226676843,0.147439345488251,-2.34579355750051,0.0189866204928219,0.183418439934326
"DEGS1",107.023333438451,-0.344969859061865,0.130356066270196,-2.64636597998306,0.00813617378134052,0.105463233731716
"CNP",142.167995617374,-0.344065394770894,0.131598466279006,-2.61450915424372,0.00893557659701664,0.113398872872998
"NUP88",67.2569682962771,-0.343677344555318,0.171078877359786,-2.00888239307621,0.0445496075823424,0.307765613052092
"HMGXB4",57.512317504015,-0.342596748375891,0.174142647969309,-1.96733397804006,0.0491447202972071,0.324465355683536
"ADD3",78.2004795646964,-0.342055512257021,0.160906306951488,-2.12580549971946,0.0335194579108746,0.259758525118678
"SH3D19",55.5115359372951,-0.341641402189279,0.1647328243458,-2.07391212738585,0.0380874725394373,0.281860972724525
"PRRX1",70.2842378402978,-0.340986782718222,0.137425331627662,-2.48125129973917,0.0130922035804081,0.145200169933029
"RANBP2",151.516674114611,-0.340724497597124,0.129845754605945,-2.6240711421883,0.00868856347459192,0.1104242301406
"ORAI2",73.7291520507791,-0.34051958364679,0.165637778010863,-2.05580869132679,0.0398009599513759,0.289516865152185
"GTF3C1",230.991069762933,-0.339467082778672,0.114726524447798,-2.9589241408,0.00308715085895146,0.053692978230371
"SLC36A1",77.8162921039625,-0.339099446626652,0.167307588451562,-2.02680254831852,0.0426826097579182,0.300711052146803
"BCCIP",115.027302451933,-0.338630441329469,0.145932484212402,-2.32045965061898,0.020316025240279,0.191282272572873
"NUP214",100.097340746118,-0.336627977390386,0.139655716630655,-2.41041316110718,0.0159344641536901,0.164623957895785
"GRWD1",61.5961952436995,-0.334439268337103,0.166005363531103,-2.01462929403749,0.0439435057095838,0.305288610584169
"C11orf24",160.408532588431,-0.333727032477886,0.123165784132258,-2.70957583576558,0.00673693020912774,0.0935004253266819
"HCFC1",209.216451996583,-0.33322705541414,0.103755561591943,-3.21165487711086,0.00131972813050197,0.0271995967696455
"NREP",154.641619463151,-0.332394665657522,0.112566300994711,-2.95287899415954,0.0031482534585095,0.0545256334284712
"FAM32A",118.491474015747,-0.331721159059107,0.15291984010676,-2.16924866536296,0.0300638102615553,0.24250058361479
"NFX1",67.4451107019953,-0.331392216566805,0.15953578161308,-2.07722815042537,0.0377805068666147,0.280596845593128
"VASN",194.780941006715,-0.330927874408809,0.151127655951958,-2.18972412642995,0.0285442502486251,0.236263854467536
"ACTG1",8652.42234067546,-0.330420247775249,0.0712999194077805,-4.63423031217609,3.58267954246564e-06,0.00021197806326378
"NECAP2",112.592729698204,-0.330341599687967,0.145650749615558,-2.2680391316893,0.0233268217104554,0.210247432413624
"CBX6",234.083443156261,-0.330226090128902,0.109026351611124,-3.02886490512638,0.00245474425870403,0.0449043897975356
"TCF4",127.344829514944,-0.329629631356269,0.112703986513247,-2.92473799334086,0.00344746350374576,0.0580808360862672
"CCT3",350.577527567032,-0.329167374301157,0.0902866394046312,-3.64580381407211,0.000266557283274567,0.00777416831361627
"RUVBL2",422.150520382344,-0.328128434445593,0.0911461119062922,-3.60002667785702,0.000318184533418403,0.00888187345429338
"KCTD10",140.439596521011,-0.328069383265562,0.122108507369896,-2.68670373859997,0.0072160925000125,0.0978445173850379
"MAD2L2",104.393685373539,-0.327818651285793,0.165205736584239,-1.98430549727694,0.0472217937304673,0.316672831491843
"CTNND1",178.679494645217,-0.327242336357346,0.116785443433866,-2.80208155002346,0.00507740371150965,0.0767569367928219
"CTNNAL1",73.3957039416546,-0.325857746409833,0.16359107432907,-1.99190419004376,0.046381571158702,0.314110840039553
"NCAPH2",96.7245720180317,-0.324520534758297,0.14926968443377,-2.17405520745429,0.0297009893475462,0.241792254293454
"SRRM1",218.215406694339,-0.324200763903742,0.116263668879837,-2.7884958992548,0.00529534178222027,0.078894212625224
"NRBP1",137.335498851137,-0.323562628646011,0.11044846078765,-2.92953497349408,0.00339469609341917,0.0575665092943312
"PRRC1",126.224430849821,-0.322659961988016,0.129677455591722,-2.48817314093424,0.0128401205172696,0.143304088733354
"SEC24C",198.6885424328,-0.322366952430995,0.114842745488495,-2.80702930829261,0.00500006922839717,0.0759542944253305
"SYNCRIP",148.80595618763,-0.322219751314682,0.124020385312416,-2.59811925678982,0.00937359329397958,0.117535953520137
"CPSF1",124.212193096146,-0.321920760498651,0.136978192481176,-2.35016066913637,0.0187653090201344,0.182144278919138
"CCT7",368.113356814658,-0.321157778462555,0.095158597804441,-3.37497384232754,0.000738227072743646,0.0174397946731662
"GTF3C6",50.8839695427773,-0.320984893227772,0.161888818135543,-1.98274900591975,0.0473954726321572,0.317321285635764
"CAD",147.672846109918,-0.320692268220794,0.119189133306127,-2.69061666382894,0.0071320093411168,0.0970235726207375
